BOR;AN;nofinesset;nofinessej;SPED;UPED;LIT_PED;PLA_PED;SEJHP_PED;SEJHC_PED;JOU_PED;EFFPL_PM;EFFPL_PED;EFFPA_PM;EFFPA_PED;ETP_PM;ETP_PED;GAR_PM;GAR_PED;AST_PM;AST_PED;EFFPL_INFNS;EFFPL_PUE;EFFPL_AUX;EFFPL_KINE;EFFPL_PSY;EFFPL_APNM;EFFPA_INFNS;EFFPA_PUE;EFFPA_AUX;EFFPA_KINE;EFFPA_PSY;ETP_INFNS;EFFPA_APNM;ETP_PUE;ETP_AUX;ETP_KINE;ETP_PSY;ETP_APNM
MCOPED;2014;970100392;970100178;1;0;15;4;246;1005;2983;7;7;0;0;5.22;5.22;1;1;;;14;14;1;0;1;9;0;0;0;0;0;15.2;0;14.15;1;0;0.25;8.92
MCOPED;2014;970100400;970100186;1;0;14;0;0;543;1406;2;2;;;2;2;;;0;0;6;10;;;;;;;;;;6;;10;;;;
MCOPED;2014;970100442;970100228;1;1;53;10;1089;3398;10428;5;2;3;3;6.14;4.7;1;1;1;1;21;9;21;0;1;30;0;2;0;0;0;20.18;0;10.01;21;0;1;29.75
MCOPED;2014;970211223;970211207;1;1;17;2;80;1008;2581;8;2;;;8;1.25;;;;;14;3;;;;22;;;;;;14;;3;;;;21.99
MCOPED;2014;970211231;970211207;1;0;18;8;2;160;578;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;970211256;970211207;1;1;40;4;1299;4054;14116;11;3;;;7.06;2.7;;;;;22;4;;;;26;;;;;;21.71;;4;;;;26
MCOPED;2014;970300026;970302022;1;0;38;4;448;2663;11685;6;3;2;1;7;3.8;1;1;1;1;29;;25;1;1;6;4;;2;;;30.6;1;;24.04;1;1;6.5
MCOPED;2014;970300083;970302121;1;0;21;;0;568;2977;9;9;1;1;7.75;7.75;1;1;1;1;23;0;13;0;0;5;1;0;0;0;0;22.05;0;0;12.13;0;0;5.39
MCOPED;2014;970300265;750721334;1;0;11;;0;671;2628;;;3;;2.2;;1;1;0;0;7;5;5;;;2;1;;;;;7.93;;4.42;4.48;;;2.04
MCOPED;2014;970400024;970408589;1;1;56;6;2116;4172;15750;17;11;2;;18.16;11;0;0;1;1;41;6;38;;1;11;2;;2;;;42.6;;6;39.6;;1;11
MCOPED;2014;970400057;970408589;1;1;52;4;1124;4823;14290;12;12;;;9.93;9.93;1;1;1;1;27;10;28;0;2;12;;;;;;26.43;;10;27.15;0;1.75;10.43
MCOPED;2014;970400065;970421038;1;1;25;0;0;2349;7224;10;10;2;2;6.94;6.94;1;1;0;0;14;10;0;0;1;27;0;4;0;0;0;14.88;2;13.27;0;0;0.42;25.09
MCOPED;2014;970400073;970403606;1;1;8;;0;582;1976;3;3;1;1;3;3;;;;;11;5;13;1;;5;;1;2;;;5.74;;3.31;7.78;0.15;;5.48
MCOPED;2014;980500011;980500003;1;0;49;2;256;1645;11879;;;;;;;1;;1;;29;;;;;;1;;;;;25.5;;;;;;
MCOPED;2013;010000024;010780054;1;1;22;0;352;1958;4978;4;4;;;2.2;2.2;;1;;1;4;4;2;;;4;6;8;7;;1;8.68;3;9.03;5.96;;0.66;6.06
MCOPED;2013;010000032;010780062;1;1;14;1;239;654;1602;1;1;1;1;1.6;1.6;0;0;1;1;4;1;5;;;;2;1;4;;2;5.81;2;1.1;8.55;;0.52;1.44
MCOPED;2013;010005239;010008407;1;0;14;1;118;892;3061;1;;5;;2.55;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2013;020000162;020000063;1;1;30;4;555;2295;5825;2;2;5;5;5;5;1;1;1;1;13;18;30;0;3;26;10;5;7;0;2;23.13;6;21.74;37.01;0;3.37;26.72
MCOPED;2013;020000394;020000253;1;1;17;1;333;2356;6744;2;2;2;2;2.73;2.73;0;0;0;0;11;0;6;0;1;9;4;0;1;0;1;10.51;1;0;7.16;0;1.55;7.94
MCOPED;2013;020000519;020000261;1;1;22;2;140;1359;4678;7;7;1;;6.78;6.75;1;1;1;1;9;;5;;;5;8;2;8;;;16.95;7;1.43;11.44;;;10.42
MCOPED;2013;020000535;020000287;1;0;4;0;9;347;1682;0;;;;;;;;;;4;3;1;;;1;;;2;;;3.5;;2.94;2;;;1.04
MCOPED;2013;020001061;020004404;1;1;12;;142;775;1590;;;;;1.35;1.35;0;0;1;1;3;6;6;;;3;;;;;;2.2;1;5.59;5.57;0.1;;3.65
MCOPED;2013;020001087;020004495;1;0;;1;80;0;0;0;;1;;0.2;;0;;0;;;;;;;;;;;;;;;;;;;
MCOPED;2013;030000061;030780092;1;0;17;2;497;1331;3024;4;4;1;;2.84;2.28;0;0;1;1;11;4;3;;1;14;5;4;2;;1;12.69;6;6.84;4.25;;1.8;17.53
MCOPED;2013;030000079;030780100;1;1;34;0;455;1724;3601;5;5;3;3;6.12;6.12;0;0;1;1;9;3;15;1;1;12;5;2;6;;;17.16;3;5.48;22.15;0.8;1;19.53
MCOPED;2013;030000087;030780118;1;0;22;0;287;1724;4664;4;4;2;2;4.9;4.9;0;0;1;1;12;3;14;0;0;9;5;4;4;0;1;14.72;2;7.05;17.16;0;0.5;9.56
MCOPED;2013;040000093;040780215;1;0;8;0;132;701;1319;1;1;3;3;2.4;2.4;0;0;1;1;3;1;;;;;;2;;1;;2.13;;2.6;;0.15;;
MCOPED;2013;040000911;040788879;1;0;2;1;7;393;1800;1;1;;;1;1;0;0;1;1;;;;;;;;;;;;;;;;;;
MCOPED;2013;050000231;050000116;1;0;12;1;33;394;947;2;;1;;2.4;;0;;1;;5;;2;;;1;1;1;1;;;4.75;1;0.2;2.83;;;1.54
MCOPED;2013;050000348;050002948;1;0;9;1;111;1052;2498;5;5;0;0;3.79;3.79;0;0;0;0;1;4;3;0;0;5;4;6;12;0;0;4.2;4;8;11.65;0;0;5.47
MCOPED;2013;060000478;060780897;1;1;25;2;223;1289;2962;0;0;0;0;0;0;;;;;2;10;8;0;0;3;2;8;3;1;2;3.83;0;16.4;10.67;0.28;0.42;3.06
MCOPED;2013;060000510;060780954;1;1;23;1;381;1325;2978;5;5;6;6;4.84;4.84;0;;1;;5;4;6;0;0;7;2;7;5;0;0;6.18;4;10.55;7.86;0;0;11
MCOPED;2013;060000544;060780988;1;1;18;5;581;1337;3334;5;5;5;3;4.7;4.5;1;1;0;0;8;5;11;1;1;9;0;2;4;;;7.62;0;6.95;13.99;0.3;0.1;8.05
MCOPED;2013;060019288;060017019;1;1;0;0;2502;3915;13695;0;0;0;0;29.83;11.85;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;48.85;0;33.68;56.76;1.49;4.1;56.79
MCOPED;2013;060021631;060017019;1;;0;0;0;235;1073;0;0;0;0;5.87;4.55;;;;;0;0;0;0;0;0;0;0;0;0;0;20.02;0;28.05;11.86;0.8;2.25;14.35
MCOPED;2013;060780947;060800174;1;1;110;12;2256;3829;12252;53;26;50;11;32.81;12.23;1;1;1;1;74;50;89;0;3;167;27;16;24;9;7;41.02;76;30.85;47.28;1.57;3.07;94.56
MCOPED;2013;060789195;060785011;1;0;13;8;932;221;955;9;6;6;5;2.38;2.29;0;0;1;1;51;9;11;;5;424;10;4;0;;2;54.68;105;12.13;11;;5.63;465.73
MCOPED;2013;070000179;070780358;1;1;15;0;382;1197;2500;26;4;1;0;26.62;4;0;0;1;1;10;3;7;0;1;75;13;5;22;0;0;19.44;68;6.23;23.82;0;0.2;117.09
MCOPED;2013;070000195;070780374;1;0;;;0;2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2013;070000609;070005566;1;0;10;1;175;966;2112;4;4;1;1;4.82;4.82;;;;;2;6;0;0;0;1;2;6;0;0;0;3.3;0;9.92;0;0;0;1
MCOPED;2013;080000110;080000037;1;1;18;2;1037;936;2348;3;3;0;0;3;3;1;0;0;1;3;5;8;;;2;3;5;6;;1;5.1;;9;10.8;;0.5;2
MCOPED;2013;080000425;080000615;1;1;22;7;745;1743;4941;4;4;1;1;3.84;3.84;1;1;0;0;2;4;9;;;1;4;4;7;;;4.97;10;6.97;14.64;;;6.03
MCOPED;2013;090000175;090781774;1;0;7;2;374;989;2084;7;7;1;1;2.06;2.06;0;0;1;1;8;8;;;;17;1;4;;;;4.25;5;6.11;;;;7.07
MCOPED;2013;100000090;100000017;1;0;31;4;978;2300;8096;4;4;2;2;4.19;4.19;0;0;1;1;8;4;15;;1;4;3;1;1;;2;10.74;2;4.5;15.94;;1.95;5.89
MCOPED;2013;110000023;110780061;1;0;15;4;705;1326;2713;3;3;0;0;1.5;1.5;0;0;1;1;8;4;11;2;0;1;1;0;2;0;1;7.99;1;3.29;10.92;0.1;0.3;0.99
MCOPED;2013;110000056;110780137;1;0;16;0;245;1266;2946;4;4;1;1;4.4;4.4;0;0;1;1;7;3;5;;;3;3;1;1;;;9.9;;3.8;5.8;;;2.5
MCOPED;2013;120000039;120780044;1;0;11;2;156;1025;2292;5;5;4;3;6.38;5.63;0;;1;;1;12;2;;;3;;11;;;;0.75;1;21.05;0.54;;;3.36
MCOPED;2013;130000409;130041916;1;1;19;4;1210;2548;6420;12;12;9;9;7.69;7.69;1;1;1;1;12;4;18;3;1;17;14;7;3;;2;20.92;5;9.85;20.83;0.14;1.8;16.95
MCOPED;2013;130000565;130781446;1;;16;2;424;179;474;2;2;8;8;6;6;1;1;0;0;7;2;6;;;5;5;5;7;;2;8.55;3;6.36;11.49;;0.34;6.89
MCOPED;2013;130001225;130782634;1;0;14;1;252;1576;3510;6;6;3;2;5.59;5.57;;;;;3;3;9;0;1;5;4;6;11;0;0;5.91;0;9.04;11.81;0;0.25;5.08
MCOPED;2013;130002827;130789274;1;0;2;0;19;159;716;1;1;;;1;1;;;1;1;;;;;;1;;;;;;;;;;;;0.6
MCOPED;2013;130002835;130789316;1;1;22;2;645;1395;3077;7;7;7;2;9.65;8.3;1;1;0;0;14;0;7;0;0;13;9;0;5;0;0;18.58;9;0;10.59;0;0;18.61
MCOPED;2013;130780521;130786049;1;;67;5;1955;3681;15028;5;4;2;2;3.01;2.44;;;;;11;8;9;;1;1;6;4;4;;;10.03;;8.54;11.36;;1;1
MCOPED;2013;130785652;130014228;1;1;46;10;1418;6983;3417;5;2;23;23;9.68;6.9;1;1;0;0;16;9;21;;;17;3;6;;;;12.67;1;12.22;21;;;17.5
MCOPED;2013;130804297;130786049;1;1;197;62;14422;10469;50414;32;26;;;24.5;19.7;;;;;78;55;69;;9;9;20;55;11;;3;67.53;3;49.1;61.94;;8.65;8.65
MCOPED;2013;140000027;140000035;1;1;31;3;746;2842;8283;6;6;2;2;6.77;6.77;1;1;;;21;8;11;0;1;28;15;7;4;1;1;32.9;3;12.8;12.38;0.2;1.14;25.49
MCOPED;2013;140000209;140000100;1;1;81;12;3496;4774;18566;19;13;5;5;13.17;8.87;1;1;0;0;10;19;38;;;28;14;23;15;;1;18.65;9;35.16;39.67;;0.5;30.86
MCOPED;2013;140000233;140000118;1;0;16;2;203;1114;3250;4;4;1;1;4.2;4.2;0;0;1;1;3;;3;;;6;3;1;1;;1;4.8;7;1.51;3.8;;0.3;10.69
MCOPED;2013;140024886;140000092;1;0;10;1;258;747;1913;4;;2;;4.34;;0;;1;;3;2;5;;;1;1;;2;;;3.8;4;2;6.62;;;3.75
MCOPED;2013;150000040;150780096;1;0;16;;;1573;2609;4;4;2;2;3.9;3.9;0;0;1;1;4;2;10;;;2;1;1;1;;;5.25;4;2.8;12.24;;;4.21
MCOPED;2013;160000253;160000451;1;1;24;4;388;1391;3524;6;6;2;2;3.28;3.28;1;1;0;0;26;8;8;0;0;25;14;4;4;0;1;33.62;14;11.36;10.57;0;0.26;32.74
MCOPED;2013;170000087;170023279;1;0;28;5;1239;2042;4926;8;8;3;3;8.13;8.13;0;0;;0;4;;10;1;;7;8;8;12;;1;10.61;4;6.41;18.19;0.37;0.4;8.3
MCOPED;2013;170000103;170780175;1;0;25;0;0;2869;6190;8;8;1;1;7.12;7.12;1;1;0;0;23;6;15;1;;1;11;17;13;;;10;;7.05;13.45;0.5;;1
MCOPED;2013;170000152;170780225;1;1;14;2;152;1252;2925;4;4;5;5;6.65;6.65;1;1;1;1;17;6;19;;1;3;;;;;;14;;5.68;16.02;;0.5;2.58
MCOPED;2013;180000010;180000028;1;0;22;3;397;1374;2578;4;4;;;4.25;4;0;;1;;6;4;2;;;;;;;;;6;;4;2;;;
MCOPED;2013;180000200;180000051;1;0;10;1;175;808;1621;3;3;;;1.95;1.95;0;0;1;1;4;0;2;0;0;5;4;0;;1;;6.61;2;0.11;1.94;0.09;;5.86
MCOPED;2013;190000018;190000042;1;0;26;4;618;1498;4380;5;5;1;1;3.75;3.75;0;0;1;1;11;7;13;;1;4;2;1;8;;;11.87;4;7.21;18.87;;1;6.8
MCOPED;2013;190000026;190000059;1;0;14;2;414;686;2176;3;2;2;2;4.55;3.4;0;0;0;1;7;7;9;;;8;3;;4;;1;8.51;1;6.37;11.7;;0.7;5.97
MCOPED;2013;210780110;210000022;1;0;22;;13;716;2328;3;3;3;3;4.5;4.5;0;0;1;1;;11;39;;;;;;;;;;;9.38;34.62;;;
MCOPED;2013;210987558;210780581;1;1;66;10;2541;3608;14871;;;;;;;1;1;0;0;50;36;34;27;5;58;;;;;;41.8;;31.1;30.8;20.11;2.8;41.9
MCOPED;2013;210987657;210780714;1;0;14;;408;1041;3245;2;2;1;1;2.8;2.8;;0;;1;21;3;;;;;7;1;;;;25.78;;3.54;;;;
MCOPED;2013;210987699;210780706;1;0;6;;86;385;797;2;2;2;2;1.02;1.02;0;0;1;1;2;2;1;0;0;7;0;0;0;0;0;2.06;2;1.25;0.34;0;0;4.79
MCOPED;2013;220000012;220000020;1;1;30;4;1297;2041;3803;6;6;4;3;7.1;6.9;1;1;1;1;;1;;;;;;;1;;;;;0.3;0.71;;;0.18
MCOPED;2013;220000095;220000046;1;0;3;;69;386;581;2;2;1;1;2.5;2.5;1;1;0;0;3;;2;;;5;4;;1;;;6.3;;0.38;2.47;;;4.26
MCOPED;2013;220000368;220000103;1;0;7;1;66;833;1742;3;3;;;2.3;2.3;1;0;0;0;5;1;1;;;5;3;;3;;;6.13;4;1;2.49;;;6.52
MCOPED;2013;220000541;220000152;1;0;8;0;58;405;870;;;2;2;0.84;0.84;0;0;1;1;4;1;1;;;2;2;;2;;;4.69;2;1;2.47;;;0.94
MCOPED;2013;230000820;230780041;1;0;9;1;138;685;1700;3;3;;;3;3;0;0;1;1;;;;;;;;;;;;;;;;;;
MCOPED;2013;240000372;240000059;1;0;10;0;0;746;1585;2;2;2;2;3;3;0;0;1;1;2;;;;;10;7;3;;;;7.54;1;2.1;;;;9.53
MCOPED;2013;240000489;240000117;1;1;18;4;618;1662;4225;4;4;3;3;5.06;5.06;0;0;0;0;4;5;2;0;0;2;3;0;1;0;0;5.27;0;3.95;2.82;0;0;0.66
MCOPED;2013;250000114;900000365;1;1;3;0;106;545;649;3;3;2;2;4.23;4.23;;1;;0;2;2;;;;1;2;1;1;;;6.99;;2.71;5.43;;;2.01
MCOPED;2013;250000700;250000452;1;0;20;1;78;1090;2755;3;2;3;3;3.5;2.7;0;0;1;1;8;2;9;;1;1;4;5;3;;;10.58;4;5.96;10.35;;1;3.29
MCOPED;2013;250006954;250000015;1;1;70;16;3281;5119;19577;28;28;10;8;12.36;11.66;1;1;1;1;14;21;28;;1;20;25;36;22;6;1;36.06;33;41.61;42.96;2.87;1.54;40.18
MCOPED;2013;260000013;260000021;1;1;29;6;1376;2955;8092;10;9;6;5;3.87;3.79;;;;;5;17;15;;1;13;1;11;14;1;4;3.13;1;12.07;14.34;0.03;2.3;8.25
MCOPED;2013;260000120;260016910;1;0;25;;623;1551;3825;1;;5;;4.31;;;;1;;3;5;6;;1;4;4;4;5;;;6.63;3;7.57;9.55;0.5;0.92;6.75
MCOPED;2013;260000138;260000047;1;0;17;;557;1802;3393;3;3;1;1;3.6;3.6;0;0;1;1;7;3;8;;;4;8;3;5;;;13.1;2;4.8;11.7;;;5.4
MCOPED;2013;270000359;270023724;1;1;15;2;322;1499;3449;8;8;;;1.08;1.08;1;1;0;0;3;2;6;;;4;5;1;4;;1;5.65;1;3.13;8.98;;0.8;4.93
MCOPED;2013;280000084;280000183;1;1;11;0;185;1115;3000;2;2;3;3;2.33;2.33;1;1;0;0;5;4;1;;;2;3;;5;;;6.05;5;4.35;7.25;;;5.03
MCOPED;2013;280504267;280000134;1;1;17;3;413;1729;4419;4;4;3;3;4.13;4.13;0;1;0;1;11;6;2;;;1;6;2;2;;1;14.77;4;7.7;3.6;;0.5;4.05
MCOPED;2013;290000025;290020700;1;1;26;2;1009;2184;6183;8;8;5;5;9.63;9.63;1;1;1;1;11;6;14;0;0;1;5;7;6;0;1;14.44;0;11.18;20.15;0;0.25;1
MCOPED;2013;290000033;290021542;1;;16;0;204;1218;3110;4;4;2;1;3.26;3.21;;;1;1;2;1;4;;;4;2;11;4;;;3.13;5;11.15;7.17;;;8.29
MCOPED;2013;290000058;290000017;1;1;58;11;2516;4021;12977;;;;;;;;;;;19;4;18;;;11;13;5;5;;3;28.65;17;6.95;21.95;;0.9;22.6
MCOPED;2013;2A0000022;2A0000014;1;0;15;0;236;1203;2344;2;;0;;3.39;;0;0;1;1;9;4;9;;;9;1;1;3;;;10.21;1;4.8;11.62;;;1.28
MCOPED;2013;2B0000012;2B0000020;1;0;18;1;215;1184;2676;5;3;5;3;5;2.71;;;;;12;13;13;0;2;14;0;3;3;0;1;12;2;14.36;14.36;0;1.37;13.27
MCOPED;2013;300000023;300780046;1;0;14;0;;1481;2460;4;4;;;2.53;2.53;0;0;1;1;8;5;6;1;0;17;0;5;1;0;1;5.55;3;7.17;5.17;0.2;0.39;11.86
MCOPED;2013;300000031;300780053;1;0;11;1;130;872;1992;3;3;;;3.1;3.1;0;0;1;1;6;5;6;0;0;8;3;3;1;0;1;6.99;0;3.25;6.98;0;0.5;5.44
MCOPED;2013;300782117;300780038;1;1;48;5;1279;2966;7976;12;11;14;22;16.5;14.3;0;1;1;0;12;16;21;;1;14;3;4;2;;1;14.6;8;19.99;23.13;;0.8;18.72
MCOPED;2013;310016977;310781406;1;1;155;51;16043;9951;38422;39;39;24;24;47.7;47.7;1;1;1;1;66;55;86;;5;13;7;18;13;;4;70.7;8;69;95.3;;6.46;18.8
MCOPED;2013;310780085;310000021;1;1;3;6;1595;272;285;0;;10;;5;;0;0;1;1;;;;;;;;8;4;;;;1;4.8;1;;;0.15
MCOPED;2013;310780135;310000054;1;1;2;7;1012;186;295;6;;;;6;;0;0;1;;;;;;;;;8;4;;;;1;4.8;1;;;0.15
MCOPED;2013;310780259;310000096;1;0;2;1;0;14;24;;;4;2;0.5;0.5;0;0;1;1;2;2;;;2;;;;;;;0.5;;0.5;;;0.1;
MCOPED;2013;320000086;320780117;1;0;16;0;325;999;2755;5;4;0;0;2.75;1.75;;;;;3;6;0;0;0;14;1;3;0;0;0;3.5;3;8.08;0;0;0;13.2
MCOPED;2013;330000555;330781204;1;0;6;0;0;698;1083;3;3;;;3;3;0;0;;1;3;2;4;;;2;2;;1;;1;3.72;;2.36;4.01;;0.1;0.67
MCOPED;2013;330000605;330781253;1;0;12;2;693;1680;4045;8;8;3;3;4.08;4.08;1;1;0;0;6;6;2;;1;5;1;3;1;;;4.78;13;7.38;1.92;;1;15.98
MCOPED;2013;330780479;330000274;1;;5;5;0;1;2;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;
MCOPED;2013;330781360;330781196;1;1;116;20;4716;9572;35844;19;19;16;14;22.36;21.13;;;;;19;47;26;1;5;42;6;19;10;1;4;24.87;10;62.89;33.04;1.33;6.63;51.3
MCOPED;2013;330783648;330781196;1;;12;5;1762;1026;4575;2;0;8;;3.8;;0;;1;;14;;;;;17;5;;;;1;11.82;20;;;;0.4;24.71
MCOPED;2013;330802752;330781196;1;;23;0;1969;318;5288;0;;;;;;;;;;23;;;;;17;;;;;7;20.36;8;;;;2.54;17.37
MCOPED;2013;340000025;340780048;1;;;4;1087;0;0;;;2;2;1.1;1.1;0;0;0;0;2;;;;;;;;;;;2;;;;;;
MCOPED;2013;340000033;340780055;1;1;23;1;602;1976;4697;7;7;1;1;4.74;3.74;1;1;;;;9;6;1;;4;;2;1;;;;1;7.44;4.54;0.25;;3.75
MCOPED;2013;340000223;340011295;1;0;14;0;246;1237;2947;4;4;1;1;1.81;1.79;0;;1;;4;5;3;;;6;2;3;1;;;3.96;2;3.96;3.68;;;6.23
MCOPED;2013;340782085;340780477;1;;10;4;809;676;2139;5;4;5;3;6.3;5.13;;;;;;7;5;;;6;1;3;4;;6;0.92;6;9.62;8.48;;3.4;13.33
MCOPED;2013;340785161;340780477;1;1;36;5;1521;6102;11958;7;;5;1;8.13;0.1;;;;;8;23;28;;1;14;4;29;11;;;8.87;6;47.01;37.06;;0.5;21.5
MCOPED;2013;340796663;340780477;1;1;40;17;5941;3651;12786;4;3;5;1;4.78;2.65;;;;;27;58;47;1;5;37;10;33;16;;2;34.8;21;81.19;59.24;0.3;3.4;53.34
MCOPED;2013;350000147;350000022;1;0;12;2;315;1085;2295;5;5;2;2;3.26;3.26;0;0;1;1;3;5;11;;;2;1;6;14;;;3.8;2;10;14.9;;;3.5
MCOPED;2013;350000154;350000030;1;1;5;1;63;719;1532;2;2;2;2;1.35;1.35;0;0;1;1;4;1;0;;;8;5;3;3;;;6.31;5;1.44;0.86;;;6.55
MCOPED;2013;350000162;350000048;1;0;9;1;59;671;1766;2;2;0;0;1.44;1.22;0;0;1;1;4;3;2;3;0;4;1;1;4;0;0;3.01;2;3.9;4.79;0.03;0;4.47
MCOPED;2013;350000188;350000055;1;0;9;0;75;559;1554;3;3;;;2.6;2.6;0;0;1;1;3;;;;;1;1;2;2;;;3.8;;1.3;1.32;;;1
MCOPED;2013;350000741;350005179;1;0;;2;530;0;0;0;0;0;0;0;0;;;;;0;1;0;0;0;2;0;0;0;1;1;0;4;1;0;0.5;1.36;3.78
MCOPED;2013;350007084;350005179;1;1;85;2;1428;6014;22447;25;16;0;0;12.57;11.13;1;1;1;0;30;49;49;0;4;31;8;46;14;0;6;32.85;16;84.18;57.95;0;5;42.59
MCOPED;2013;360000137;360000053;1;1;15;15;65;899;2564;4;4;1;1;3.76;3.76;;;1;;9;3;5;;;4;4;;3;;;12.43;1;3;6.89;;;4.23
MCOPED;2013;370000499;370000481;1;1;125;16;5311;6196;24908;;;;;;;;;;;104;49;60;3;2;96;80;42;33;6;4;161.05;59;79.03;85.09;5.41;3.67;144.09
MCOPED;2013;380000034;380780049;1;1;15;0;253;1338;3339;5;4;3;3;4.67;4.13;1;1;0;0;;5;;;;7;;8;;;;;3;10.44;;;;9.42
MCOPED;2013;380000067;380780080;1;1;45;14;8286;7190;24181;16;16;7;4;17.7;16.65;0;0;1;0;20;19;16;1;1;5;3;15;9;1;6;18.37;9;30.78;22.78;1.92;4.57;11.91
MCOPED;2013;380000174;380781435;1;1;14;2;206;1555;3497;6;6;0;0;2.59;2.59;1;1;0;0;3;1;6;;;7;3;0;3;;;5.65;6;1;6.37;;;6.56
MCOPED;2013;380000406;380784751;1;1;11;1;185;1233;2800;3;3;8;8;5.82;5.82;1;1;0;0;2;2;10;0;1;8;7;1;2;0;0;6.99;1;2.08;8.91;0;0.58;5.59
MCOPED;2013;390000040;390780146;1;1;30;1;140;1336;3609;5;5;;;4.84;4.84;0;;1;;;;;;;;;;;;;;;;;;;
MCOPED;2013;390000065;390780161;1;0;4;0;9;313;946;;;2;2;1.65;1.65;0;0;1;1;7;1;2;;;;;;;;;5.66;2;1;1.1;;;0.55
MCOPED;2013;390000222;390780609;1;0;16;0;124;1172;3098;2;2;3;2;2.77;2.47;0;0;1;1;5;3;5;;1;3;3;4;3;;;7.25;3;6.09;7.77;;0.5;5.2
MCOPED;2013;400000105;400780193;1;1;18;;0;1784;2825;4;4;2;2;3.72;3.72;0;0;1;1;1;12;11;;;8;;2;4;;2;0.82;;13.42;14.94;0.15;0.5;8.13
MCOPED;2013;400000139;400011177;1;0;12;2;518;1050;2329;;;;;;;0;0;1;1;3;5;5;0;0;4;2;3;1;0;1;5.34;5;6.85;7.42;0;0.5;6.24
MCOPED;2013;410000020;410000087;1;1;5;4;157;1633;4455;4;4;3;3;4.49;4.49;1;1;1;1;6;3;16;0;0;1;9;2;9;0;0;14.19;5;4;22.05;0;0;4.69
MCOPED;2013;410000046;410000103;1;0;12;0;68;762;2307;3;3;0;0;2.71;2.71;0;0;1;1;5;2;7;;;1;1;0;2;;;5.88;0;2.9;8.71;;;1.11
MCOPED;2013;420000010;420780033;1;1;21;1;273;1684;5693;6;6;5;4;2.68;2.4;1;1;0;0;10;6;12;2;;12;3;2;4;;;12.42;2;5.85;11.97;0.5;;9.25
MCOPED;2013;420000226;420013831;1;0;18;0;164;979;2471;;;5;4;1.66;1.46;0;0;1;1;1;;2;;;2;7;4;6;;;5.58;2;3.24;7.5;;;3.97
MCOPED;2013;420000234;420780652;1;1;17;1;133;1348;2567;3;3;3;3;4.2;4.2;0;0;1;1;4;4;10;;;;1;2;;1;1;4.5;;5.75;10;0.25;0.5;
MCOPED;2013;420785354;420784878;1;1;64;8;3954;4360;16168;9;3;3;2;2.62;1.11;1;;;;49;11;33;0;0;30;28;9;20;0;4;66.41;12;14.82;43.2;0;1.29;30.27
MCOPED;2013;430000117;430000018;1;0;17;0;425;1636;3545;4;4;0;0;1.59;1.59;0;0;1;1;2;5;4;0;0;6;3;3;6;0;2;2.29;5;7.87;6.73;0;0.81;5.59
MCOPED;2013;440000016;440000057;1;;24;3;1112;2435;6141;9;9;0;0;5.77;5.77;1;;0;;4;2;9;;;3;3;12;9;1;2;5.75;2;10.25;15;0.4;0.8;4.25
MCOPED;2013;440000271;440000289;1;1;106;26;7858;9702;33939;75;45;2;2;27.3;19.53;;;;;69;65;42;0;0;35;13;8;10;1;1;77.44;16;63.56;49.52;0.26;0.29;40.29
MCOPED;2013;440000503;440000313;1;1;4;0;46;495;930;3;3;;;0.9;0.9;0;0;1;1;;;;;;;;;;;;;;;;;;
MCOPED;2013;450000021;450000088;1;1;61;15;3002;5289;14982;15;10;6;5;8.07;7.07;1;1;1;1;35;14;47;;2;27;18;12;9;;3;32.57;5;18.09;14.3;;1.93;25.33
MCOPED;2013;450000047;450000096;1;0;20;0;192;1147;2974;2;2;2;2;3.8;3.8;1;1;;;1;2;6;;;;6;2;3;1;;6.7;;3.6;8.4;0.4;;
MCOPED;2013;450000062;450000104;1;1;13;0;0;1634;2636;7;7;;;2.48;2.48;1;1;0;0;9;8;3;;;4;2;3;7;;;9.16;4;9.96;8.3;;;6.99
MCOPED;2013;460000110;460780216;1;0;10;;141;612;1152;4;4;0;0;3.7;3.7;0;0;1;1;0;4;5;0;0;5;0;4;1;0;0;1.29;0;7.02;5.07;0;0;4.3
MCOPED;2013;470000423;470000316;1;0;18;2;596;1112;3878;6;6;2;2;4.22;4.22;1;1;;;9;7;7;7;;6;1;3;;1;1;7.27;;8.53;5.37;7.2;0.22;4.6
MCOPED;2013;470000431;470000324;1;0;10;1;184;587;1588;3;3;;;2.22;2.22;0;0;1;1;3;3;3;;1;7;1;1;1;;;4.35;1;4.05;2.44;;1;9.33
MCOPED;2013;470000480;470001660;1;0;14;2;81;832;2215;3;3;0;0;2.73;2.73;0;0;1;1;3;2;1;3;0;9;1;0;0;0;0;4.49;0;2.53;0.83;0.4;0;7.06
MCOPED;2013;480000017;480780097;1;0;12;0;232;693;1478;2;2;;;2;2;0;0;1;1;2;7;1;;;5;;5;;;1;2.74;3;11.13;1;;0.25;6.36
